Date,Open,High,Low,Close
30-December-2013,21260.15,21304.70,21089.21,21143.01,
31-December-2013,21177.77,21230.88,21122.68,21170.68,
1-January-2014,21222.19,21244.35,21133.82,21140.48,
2-January-2014,21179.91,21331.32,20846.67,20888.33,
3-January-2014,20819.58,20885.18,20731.33,20851.33,
6-January-2014,20913.79,20913.79,20721.98,20787.30,
7-January-2014,20845.77,20890.48,20637.18,20693.24,
8-January-2014,20767.42,20786.41,20688.18,20729.38,
9-January-2014,20755.73,20778.13,20652.69,20713.37,
10-January-2014,20760.72,20971.23,20625.17,20758.49,
13-January-2014,20850.54,21169.08,20850.54,21134.21,
14-January-2014,21115.00,21154.76,21009.05,21032.88,
15-January-2014,21091.46,21302.73,21091.46,21289.49,
16-January-2014,21366.91,21379.29,21199.65,21265.18,
17-January-2014,21236.65,21270.11,21015.61,21063.62,
20-January-2014,21083.53,21221.37,21001.13,21205.05,
21-January-2014,21237.96,21302.52,21189.20,21251.12,
22-January-2014,21251.65,21377.91,21168.43,21337.67,
23-January-2014,21319.69,21409.66,21264.71,21373.66,
24-January-2014,21289.15,21333.66,21123.99,21133.56,
27-January-2014,20899.03,20899.03,20688.03,20707.45,
28-January-2014,20721.17,20795.35,20554.28,20683.51,
29-January-2014,20784.04,20828.68,20613.62,20647.30,
30-January-2014,20491.74,20528.41,20343.78,20498.25,
31-January-2014,20544.64,20572.32,20448.43,20513.85,
3-February-2014,20479.03,20480.35,20182.20,20209.26,
4-February-2014,20050.99,20255.52,19963.12,20211.93,
5-February-2014,20241.12,20289.33,20076.10,20261.03,
6-February-2014,20286.09,20358.19,20079.82,20310.74,
7-February-2014,20441.04,20450.51,20282.30,20376.56,
10-February-2014,20429.16,20434.50,20312.21,20334.27,
11-February-2014,20400.94,20443.35,20349.51,20363.37,
12-February-2014,20449.83,20516.60,20427.23,20448.49,
13-February-2014,20478.67,20503.86,20164.67,20193.35,
14-February-2014,20265.13,20391.95,20149.01,20366.82,
17-February-2014,20438.87,20492.43,20338.95,20464.06,
18-February-2014,20457.56,20685.02,20436.48,20634.21,
19-February-2014,20643.85,20750.52,20629.56,20722.97,
20-February-2014,20661.07,20662.66,20522.04,20536.64,
21-February-2014,20600.58,20725.04,20599.91,20700.75,
24-February-2014,20695.48,20828.63,20637.30,20811.44,
25-February-2014,20877.72,20912.54,20777.73,20852.47,
26-February-2014,20869.61,21005.04,20860.02,20986.99,
28-February-2014,20995.39,21140.51,20989.66,21120.12,
3-March-2014,21079.27,21140.00,20920.98,20946.65,
4-March-2014,20947.00,21224.64,20940.39,21209.73,
5-March-2014,21280.36,21333.20,21176.16,21276.86,
6-March-2014,21336.32,21525.14,21329.88,21513.87,
7-March-2014,21539.44,21960.89,21539.44,21919.79,
10-March-2014,21819.19,22023.98,21805.22,21934.83,
11-March-2014,21918.83,22018.52,21772.11,21826.42,
12-March-2014,21793.32,21965.95,21768.14,21856.22,
13-March-2014,21736.61,21991.36,21720.13,21774.61,
14-March-2014,21648.05,21853.32,21573.48,21809.80,
18-March-2014,21849.65,22040.72,21785.38,21832.61,
19-March-2014,21872.68,21895.83,21782.01,21832.86,
20-March-2014,21797.61,21853.25,21704.66,21740.09,
21-March-2014,21823.52,21870.11,21729.90,21753.75,
22-March-2014,21752.44,21778.92,21725.52,21755.32,
24-March-2014,21827.50,22074.34,21827.50,22055.48,
25-March-2014,21948.31,22079.96,21916.87,22055.21,
26-March-2014,22134.71,22172.20,22020.58,22095.30,
27-March-2014,22116.23,22307.74,22094.29,22214.37,
28-March-2014,22273.44,22363.97,22185.11,22339.97,
31-March-2014,22423.14,22467.21,22253.78,22386.27,
1-April-2014,22455.23,22485.77,22295.65,22446.44,
2-April-2014,22550.58,22592.10,22473.46,22551.49,
3-April-2014,22598.19,22620.65,22369.28,22509.07,
4-April-2014,22522.46,22525.21,22339.40,22359.50,
7-April-2014,22355.56,22481.62,22197.51,22343.45,
9-April-2014,22389.21,22740.04,22379.95,22702.34,
10-April-2014,22729.46,22792.49,22644.43,22715.33,
11-April-2014,22642.05,22679.18,22526.89,22628.96,
15-April-2014,22698.09,22737.31,22416.24,22484.93,
16-April-2014,22486.73,22533.61,22247.39,22277.23,
17-April-2014,22327.76,22648.69,22312.19,22628.84,
21-April-2014,22644.75,22795.58,22636.75,22764.83,
22-April-2014,22771.24,22853.03,22727.63,22758.37,
23-April-2014,22783.65,22912.52,22780.13,22876.54,
25-April-2014,22892.50,22939.31,22656.64,22688.07,
28-April-2014,22717.59,22721.36,22597.19,22631.61,
29-April-2014,22654.28,22681.89,22443.56,22466.19,
30-April-2014,22517.63,22680.46,22284.96,22417.80,
2-May-2014,22493.59,22575.62,22386.95,22403.89,
5-May-2014,22412.80,22592.03,22354.45,22445.12,
6-May-2014,22512.23,22602.71,22475.65,22508.42,
7-May-2014,22488.96,22532.82,22286.26,22323.90,
8-May-2014,22382.14,22443.13,22277.04,22344.04,
9-May-2014,22374.98,23048.49,22317.18,22994.23,
12-May-2014,23031.11,23572.88,23008.65,23551.00,
13-May-2014,23729.78,24068.94,23729.25,23871.23,
14-May-2014,23897.88,23964.67,23753.36,23815.12,
15-May-2014,23809.42,23971.78,23742.75,23905.60,
16-May-2014,24271.54,25375.63,23873.16,24121.74,
19-May-2014,24340.32,24448.47,24107.99,24363.05,
20-May-2014,24555.31,24587.16,24299.53,24376.88,
21-May-2014,24404.48,24419.54,24156.47,24298.02,
22-May-2014,24415.42,24524.76,24326.48,24374.40,
23-May-2014,24535.14,24745.86,24470.78,24693.35,
26-May-2014,24913.89,25175.22,24433.90,24716.88,
27-May-2014,24748.10,24777.31,24422.33,24549.51,
28-May-2014,24591.61,24643.33,24488.81,24556.09,
29-May-2014,24523.13,24528.20,24206.50,24234.15,
30-May-2014,24300.99,24353.59,24163.62,24217.34,
2-June-2014,24368.96,24709.09,24270.20,24684.85,
3-June-2014,24729.22,24892.06,24626.97,24858.59,
4-June-2014,24909.03,24925.90,24773.93,24805.83,
5-June-2014,24828.38,25044.06,24644.88,25019.51,
6-June-2014,25204.95,25419.14,25129.76,25396.46,
9-June-2014,25543.60,25644.77,25496.84,25580.21,
10-June-2014,25706.35,25711.11,25347.33,25583.69,
11-June-2014,25650.62,25725.12,25400.15,25473.89,
12-June-2014,25597.21,25611.32,25409.69,25576.21,
13-June-2014,25677.05,25688.31,25171.61,25228.17,
16-June-2014,25239.50,25268.41,25063.93,25190.48,
17-June-2014,25189.46,25545.88,25104.50,25521.19,
18-June-2014,25565.19,25609.28,25114.30,25246.25,
19-June-2014,25327.09,25425.85,25069.66,25201.80,
20-June-2014,25237.54,25276.31,25056.18,25105.51,
23-June-2014,25108.09,25197.50,24878.66,25031.32,
24-June-2014,25115.83,25414.69,25115.83,25368.90,
25-June-2014,25421.49,25427.80,25274.39,25313.74,
26-June-2014,25217.69,25309.33,25021.23,25062.67,
27-June-2014,25132.08,25209.61,25032.94,25099.92,
30-June-2014,25179.55,25460.96,25179.55,25413.78,
1-July-2014,25469.94,25571.90,25466.77,25516.35,
2-July-2014,25660.57,25864.53,25660.16,25841.21,
3-July-2014,25875.75,25999.08,25793.70,25823.75,
4-July-2014,25844.80,25981.51,25659.33,25962.06,
7-July-2014,26039.67,26123.55,25992.73,26100.08,
8-July-2014,26166.92,26190.44,25495.04,25582.11,
9-July-2014,25615.28,25683.97,25364.77,25444.81,
10-July-2014,25513.74,25920.46,25117.00,25372.75,
11-July-2014,25488.86,25548.33,24978.33,25024.35,
14-July-2014,25093.16,25095.76,24892.00,25006.98,
15-July-2014,25100.90,25254.48,25020.32,25228.65,
16-July-2014,25322.17,25602.78,25246.75,25549.72,
17-July-2014,25540.92,25613.03,25494.46,25561.16,
18-July-2014,25558.48,25713.40,25441.24,25641.56,
21-July-2014,25776.54,25861.15,25677.71,25715.17,
22-July-2014,25784.48,26050.38,25780.39,26025.80,
23-July-2014,26130.26,26188.64,26000.40,26147.33,
24-July-2014,26188.50,26292.66,26077.70,26271.85,
25-July-2014,26257.14,26300.17,26007.31,26126.75,
28-July-2014,26173.47,26181.83,25900.25,25991.23,
30-July-2014,26005.14,26113.48,25850.04,26087.42,
31-July-2014,26105.89,26118.88,25853.69,25894.97,
1-August-2014,25753.92,25862.68,25459.13,25480.84,
4-August-2014,25631.68,25754.42,25531.38,25723.16,
5-August-2014,25817.84,25928.32,25562.36,25908.01,
6-August-2014,25892.55,25901.68,25621.85,25665.27,
7-August-2014,25668.71,25778.05,25526.05,25589.01,
8-August-2014,25406.87,25406.87,25232.82,25329.14,
11-August-2014,25476.87,25553.44,25437.05,25519.24,
12-August-2014,25703.78,25904.98,25645.79,25880.77,
13-August-2014,25861.47,25972.62,25791.79,25918.95,
14-August-2014,25948.30,26135.00,25945.35,26103.23,
18-August-2014,26123.69,26413.11,26075.28,26390.96,
19-August-2014,26482.56,26530.67,26387.84,26420.67,
20-August-2014,26496.29,26504.52,26277.61,26314.29,
21-August-2014,26322.66,26464.80,26262.52,26360.11,
22-August-2014,26419.53,26508.27,26383.16,26419.55,
25-August-2014,26490.31,26630.74,26401.64,26437.02,
26-August-2014,26349.87,26481.97,26314.89,26442.81,
27-August-2014,26553.24,26599.12,26492.50,26560.15,
28-August-2014,26620.18,26674.38,26573.69,26638.11,
1-September-2014,26733.18,26900.30,26732.39,26867.55,
2-September-2014,26888.21,27082.85,26886.22,27019.39,
3-September-2014,27128.06,27225.85,27067.02,27139.94,
4-September-2014,27164.95,27169.12,26972.39,27085.93,
5-September-2014,27127.26,27178.80,26920.56,27026.70,
8-September-2014,27145.12,27354.99,27144.56,27319.85,
9-September-2014,27316.43,27328.27,27177.09,27265.32,
10-September-2014,27230.94,27251.44,27018.11,27057.41,
11-September-2014,27143.22,27150.78,26904.50,26995.87,
12-September-2014,27048.15,27096.87,26965.91,27061.04,
15-September-2014,26998.07,26998.07,26790.91,26816.56,
16-September-2014,26854.90,26861.29,26464.03,26492.51,
17-September-2014,26627.21,26682.64,26511.71,26631.29,
18-September-2014,26573.89,27132.20,26503.08,27112.21,
19-September-2014,27139.39,27247.17,27047.68,27090.42,
22-September-2014,27008.12,27254.80,26918.93,27206.74,
23-September-2014,27244.98,27256.87,26744.07,26775.69,
24-September-2014,26817.94,26844.70,26560.00,26744.69,
25-September-2014,26808.66,26814.20,26349.55,26468.36,
26-September-2014,26429.30,26721.03,26220.49,26626.32,
29-September-2014,26694.41,26715.77,26518.01,26597.11,
30-September-2014,26610.71,26851.33,26481.31,26630.51,
1-October-2014,26681.47,26683.70,26548.22,26567.99,
7-October-2014,26487.51,26570.38,26250.24,26271.97,
8-October-2014,26229.67,26338.31,26150.09,26246.79,
9-October-2014,26394.37,26688.70,26394.21,26637.28,
10-October-2014,26551.74,26555.92,26261.61,26297.38,
13-October-2014,26275.07,26443.16,26092.69,26384.07,
14-October-2014,26537.42,26550.79,26212.01,26349.33,
16-October-2014,26260.35,26462.08,25933.98,25999.34,
17-October-2014,25950.00,26248.54,25910.77,26108.53,
20-October-2014,26434.16,26517.90,26368.94,26429.85,
21-October-2014,26552.45,26615.41,26407.00,26575.65,
22-October-2014,26782.57,26818.33,26712.21,26787.23,
23-October-2014,26889.51,26930.23,26827.68,26851.05,
27-October-2014,26959.57,26994.96,26726.84,26752.90,
28-October-2014,26788.73,26907.14,26764.15,26880.82,
29-October-2014,27017.44,27126.30,26971.16,27098.17,
30-October-2014,27098.94,27390.60,27088.65,27346.33,
31-October-2014,27439.06,27894.32,27438.28,27865.83,
3-November-2014,27943.04,27969.82,27785.40,27860.38,
5-November-2014,27907.19,28010.39,27857.65,27915.88,
7-November-2014,27902.71,27980.93,27739.56,27868.63,
10-November-2014,27919.45,28027.96,27764.75,27874.73,
11-November-2014,27911.25,27996.92,27790.40,27910.06,
12-November-2014,27958.64,28126.48,27958.64,28008.90,
13-November-2014,28048.56,28098.74,27822.70,27940.64,
14-November-2014,27949.54,28093.23,27912.90,28046.66,
17-November-2014,28018.68,28205.71,27921.34,28177.88,
18-November-2014,28209.03,28282.85,28119.95,28163.29,
19-November-2014,28193.90,28294.01,27963.51,28032.85,
20-November-2014,28100.84,28118.53,27915.23,28067.56,
21-November-2014,28100.10,28360.66,28038.40,28334.63,
24-November-2014,28413.01,28541.96,28394.48,28499.54,
25-November-2014,28520.76,28541.22,28217.50,28338.05,
26-November-2014,28321.58,28470.15,28261.31,28386.19,
27-November-2014,28397.80,28498.30,28307.58,28438.91,
28-November-2014,28490.71,28822.37,28483.99,28693.99,
1-December-2014,28748.22,28809.64,28538.44,28559.62,
2-December-2014,28522.46,28576.39,28386.46,28444.01,
3-December-2014,28472.32,28504.65,28370.73,28442.71,
4-December-2014,28616.93,28808.78,28448.95,28562.82,
5-December-2014,28604.50,28651.75,28409.05,28458.10,
8-December-2014,28433.00,28494.85,28097.12,28119.40,
9-December-2014,28134.22,28157.53,27763.82,27797.01,
10-December-2014,27711.96,27905.25,27710.03,27831.10,
11-December-2014,27796.34,27796.34,27539.47,27602.01,
12-December-2014,27598.96,27692.32,27320.05,27350.68,
15-December-2014,27136.28,27392.18,27105.04,27319.56,
16-December-2014,27181.18,27199.37,26736.23,26781.44,
17-December-2014,26724.01,26871.91,26469.42,26710.13,
18-December-2014,27053.86,27180.92,26900.57,27126.57,
19-December-2014,27292.55,27497.12,27292.14,27371.84,
22-December-2014,27479.87,27725.27,27382.32,27701.79,
23-December-2014,27733.12,27851.10,27475.13,27506.46,
24-December-2014,27530.26,27571.25,27146.52,27208.61,
26-December-2014,27215.19,27370.63,27091.38,27241.78,
29-December-2014,27266.49,27507.25,27266.49,27395.73,
30-December-2014,27478.30,27478.30,27312.29,27403.54,
31-December-2014,27358.30,27527.24,27346.00,27499.42,
1-January-2015,27485.77,27545.61,27395.34,27507.54,
2-January-2015,27521.28,27937.47,27519.26,27887.90,
5-January-2015,27978.43,28064.49,27786.85,27842.32,
6-January-2015,27694.23,27698.93,26937.06,26987.46,
7-January-2015,26983.43,27051.60,26776.12,26908.82,
8-January-2015,27178.77,27316.41,27101.94,27274.71,
9-January-2015,27404.19,27507.67,27119.63,27458.38,
12-January-2015,27523.86,27620.66,27323.74,27585.27,
13-January-2015,27611.56,27670.19,27324.58,27425.73,
14-January-2015,27432.14,27512.80,27203.25,27346.82,
15-January-2015,27831.16,28194.61,27703.70,28075.55,
16-January-2015,28056.61,28176.10,27945.31,28121.89,
19-January-2015,28249.84,28334.06,28197.36,28262.01,
20-January-2015,28324.85,28829.29,28324.85,28784.67,
21-January-2015,28843.09,28958.10,28792.57,28888.86,
22-January-2015,28957.79,29060.41,28892.23,29006.02,
23-January-2015,29189.45,29408.73,29165.56,29278.84,
27-January-2015,29451.65,29618.59,29286.09,29571.04,
28-January-2015,29565.72,29786.32,29417.67,29559.18,
29-January-2015,29516.49,29740.63,29378.30,29681.77,
30-January-2015,29801.60,29844.16,29070.48,29182.95,
2-February-2015,29143.63,29268.13,28958.52,29122.27,
3-February-2015,29217.40,29253.06,28900.41,29000.14,
4-February-2015,29129.85,29133.62,28824.68,28883.11,
5-February-2015,28912.38,29277.83,28753.29,28850.97,
6-February-2015,28892.21,28922.85,28647.14,28717.91,
9-February-2015,28566.50,28566.50,28183.32,28227.39,
10-February-2015,28122.48,28633.72,28044.49,28355.62,
11-February-2015,28450.26,28618.91,28424.39,28533.97,
12-February-2015,28650.25,28838.52,28406.25,28805.10,
13-February-2015,28888.99,29154.67,28835.70,29094.93,
16-February-2015,29170.77,29325.35,29083.40,29135.88,
18-February-2015,29136.07,29411.32,29126.91,29320.26,
19-February-2015,29434.91,29522.86,29108.15,29462.27,
20-February-2015,29446.21,29462.09,29178.26,29231.41,
23-February-2015,29316.58,29362.96,28913.16,28975.11,
24-February-2015,29016.55,29130.67,28875.94,29004.66,
25-February-2015,29115.32,29269.83,28967.61,29007.99,
26-February-2015,29051.90,29069.13,28693.82,28746.65,
27-February-2015,28865.12,29254.02,28837.06,29220.12,
28-February-2015,29411.33,29560.32,28882.02,29361.50,
2-March-2015,29533.42,29576.32,29259.77,29459.14,
3-March-2015,29500.19,29636.86,29364.87,29593.73,
4-March-2015,29937.27,30024.74,29289.05,29380.73,
5-March-2015,29436.77,29518.32,29162.47,29448.95,
9-March-2015,29316.54,29321.06,28799.76,28844.78,
10-March-2015,28924.06,28949.11,28584.49,28709.87,
11-March-2015,28725.75,28843.23,28608.18,28659.17,
12-March-2015,28798.61,28971.01,28772.71,28930.41,
13-March-2015,29134.93,29183.76,28448.48,28503.30,
16-March-2015,28546.31,28581.82,28384.09,28437.71,
17-March-2015,28595.00,28784.35,28435.45,28736.38,
18-March-2015,28766.87,28806.97,28546.76,28622.12,
19-March-2015,28805.22,28978.74,28411.70,28469.67,
20-March-2015,28465.44,28484.36,28209.66,28261.08,
23-March-2015,28317.29,28385.14,28163.90,28192.02,
24-March-2015,28209.33,28455.32,28130.09,28161.72,
25-March-2015,28216.09,28249.60,28031.42,28111.83,
26-March-2015,27937.62,27997.14,27384.87,27457.58,
27-March-2015,27649.78,27694.41,27248.45,27458.64,
30-March-2015,27655.79,28017.97,27624.76,27975.86,
31-March-2015,28069.85,28180.64,27868.21,27957.49,
1-April-2015,27954.86,28298.34,27889.02,28260.14,
6-April-2015,28351.94,28530.81,28221.99,28504.46,
7-April-2015,28582.33,28641.08,28274.36,28516.59,
8-April-2015,28601.49,28763.06,28566.61,28707.75,
9-April-2015,28858.42,28906.71,28622.44,28885.21,
10-April-2015,28889.27,28907.81,28756.75,28879.38,
13-April-2015,28955.13,29072.51,28843.94,29044.44,
15-April-2015,29087.25,29094.61,28721.63,28799.69,
16-April-2015,28876.23,28876.23,28497.70,28666.04,
17-April-2015,28682.97,28696.19,28403.76,28442.10,
20-April-2015,28525.65,28539.46,27802.37,27886.21,
21-April-2015,27860.51,27976.93,27598.21,27676.04,
22-April-2015,27756.68,27947.26,27385.48,27890.13,
23-April-2015,27977.27,28087.78,27621.18,27735.02,
24-April-2015,27804.58,27829.11,27344.70,27437.94,
27-April-2015,27565.49,27567.28,27141.55,27176.99,
28-April-2015,27215.61,27482.14,27073.25,27396.38,
29-April-2015,27395.71,27438.96,27176.54,27225.93,
30-April-2015,27242.05,27242.05,26897.54,27011.31,
4-May-2015,27204.63,27537.85,27159.45,27490.59,
5-May-2015,27561.32,27603.71,27338.23,27440.14,
6-May-2015,27473.36,27501.15,26677.64,26717.37,
7-May-2015,26721.34,26850.37,26423.99,26599.11,
8-May-2015,26814.38,27196.28,26814.38,27105.39,
11-May-2015,27249.42,27544.24,27231.28,27507.30,
12-May-2015,27502.91,27502.91,26837.39,26877.48,
13-May-2015,27023.71,27299.80,26750.01,27251.10,
14-May-2015,27290.17,27293.99,26948.62,27206.06,
15-May-2015,27233.90,27379.57,27159.76,27324.00,
18-May-2015,27416.97,27725.97,27370.28,27687.30,
19-May-2015,27663.08,27872.23,27574.07,27645.53,
20-May-2015,27749.30,27903.01,27743.99,27837.21,
21-May-2015,27885.36,27911.44,27712.73,27809.35,
22-May-2015,27849.54,28071.16,27828.61,27957.50,
25-May-2015,27893.25,27903.29,27614.32,27643.88,
26-May-2015,27633.66,27675.94,27473.54,27531.41,
27-May-2015,27447.40,27595.80,27363.72,27564.66,
28-May-2015,27619.31,27666.37,27354.35,27506.71,
29-May-2015,27553.03,27888.32,27467.23,27828.44,
1-June-2015,27770.79,27959.43,27737.58,27848.99,
2-June-2015,27890.73,27902.53,27146.68,27188.38,
3-June-2015,27230.68,27276.22,26698.26,26837.20,
4-June-2015,26940.64,26948.84,26551.97,26813.42,
5-June-2015,26819.82,27014.42,26718.44,26768.49,
8-June-2015,26814.31,26827.06,26472.87,26523.09,
9-June-2015,26510.29,26604.65,26438.32,26481.25,
10-June-2015,26517.32,26934.74,26493.29,26840.50,
11-June-2015,26959.98,27000.14,26348.93,26370.98,
12-June-2015,26340.32,26489.58,26307.07,26425.30,
15-June-2015,26498.67,26728.60,26307.84,26586.55,
16-June-2015,26586.86,26731.35,26379.93,26686.51,
17-June-2015,26815.41,26983.48,26728.89,26832.66,
18-June-2015,26916.99,27175.39,26910.26,27115.83,
19-June-2015,27207.76,27404.60,27202.38,27316.17,
22-June-2015,27427.19,27782.31,27417.03,27730.21,
23-June-2015,27760.11,27882.66,27666.59,27804.37,
24-June-2015,27852.32,27948.24,27647.29,27729.67,
25-June-2015,27660.22,27968.75,27635.76,27895.97,
26-June-2015,27880.72,27921.86,27675.16,27811.84,
29-June-2015,27451.07,27695.32,27209.19,27645.15,
30-June-2015,27627.39,27814.53,27570.95,27780.83,
1-July-2015,27823.65,28099.25,27799.91,28020.87,
2-July-2015,28100.38,28115.96,27906.35,27945.80,
3-July-2015,27973.12,28135.43,27897.45,28092.79,
6-July-2015,27857.20,28235.31,27774.80,28208.76,
7-July-2015,28220.11,28335.23,28084.36,28171.69,
8-July-2015,28031.45,28031.45,27635.72,27687.72,
9-July-2015,27681.49,27798.13,27540.60,27573.66,
10-July-2015,27705.36,27729.46,27530.90,27661.40,
13-July-2015,27739.32,28005.17,27635.06,27961.19,
14-July-2015,27986.92,28018.59,27853.96,27932.90,
15-July-2015,28022.14,28218.37,27986.48,28198.29,
16-July-2015,28259.70,28478.43,28245.81,28446.12,
17-July-2015,28480.92,28576.32,28417.46,28463.31,
20-July-2015,28544.28,28549.13,28319.83,28420.12,
21-July-2015,28381.82,28518.06,28138.30,28182.14,
22-July-2015,28159.42,28546.42,28070.91,28504.93,
23-July-2015,28540.97,28578.33,28315.37,28370.84,
24-July-2015,28390.50,28402.64,28083.76,28112.31,
27-July-2015,28117.65,28117.65,27529.57,27561.38,
28-July-2015,27630.21,27676.65,27416.39,27459.23,
29-July-2015,27540.46,27609.29,27470.09,27563.43,
30-July-2015,27685.82,27854.46,27649.97,27705.35,
31-July-2015,27814.51,28161.17,27814.51,28114.56,
3-August-2015,28089.09,28263.35,28071.37,28187.06,
4-August-2015,28225.04,28264.72,27866.12,28071.93,
5-August-2015,28138.04,28315.71,28135.68,28223.08,
6-August-2015,28291.88,28359.96,28163.69,28298.13,
7-August-2015,28327.11,28335.67,28193.93,28236.39,
10-August-2015,28250.78,28417.59,28017.85,28101.72,
11-August-2015,28193.26,28205.12,27825.83,27866.09,
12-August-2015,27880.76,27883.33,27479.43,27512.26,
13-August-2015,27635.25,27791.10,27496.29,27549.53,
14-August-2015,27668.06,28100.64,27643.20,28067.31,
17-August-2015,28093.54,28095.97,27739.13,27878.27,
18-August-2015,27949.13,28040.73,27747.40,27831.54,
19-August-2015,27851.81,28021.39,27721.25,27931.64,
20-August-2015,27959.19,27964.60,27564.16,27607.82,
21-August-2015,27440.10,27442.82,27131.44,27366.07,
24-August-2015,26730.40,26730.40,25624.72,25741.56,
25-August-2015,25916.26,26124.83,25298.42,26032.38,
26-August-2015,26063.27,26156.61,25657.56,25714.66,
27-August-2015,26137.03,26302.77,25943.75,26231.19,
28-August-2015,26542.84,26687.33,26270.17,26392.38,
31-August-2015,26469.42,26504.73,26215.16,26283.09,
1-September-2015,26127.04,26141.07,25579.88,25696.44,
2-September-2015,25891.95,25939.37,25395.09,25453.56,
3-September-2015,25614.69,25835.41,25555.77,25764.78,
4-September-2015,25772.58,25775.38,25119.06,25201.90,
7-September-2015,25302.98,25387.32,24851.77,24893.81,
8-September-2015,24972.01,25411.00,24833.54,25317.87,
9-September-2015,25682.87,25820.56,25553.61,25719.58,
10-September-2015,25522.96,25733.70,25287.50,25622.17,
11-September-2015,25793.77,25875.96,25530.41,25610.21,
14-September-2015,25706.87,25891.73,25531.07,25856.70,
15-September-2015,25908.34,25909.83,25649.37,25705.93,
16-September-2015,25884.05,26006.75,25816.50,25963.97,
18-September-2015,26130.36,26471.82,26130.36,26218.91,
21-September-2015,26107.98,26233.46,25972.54,26192.98,
22-September-2015,26274.37,26339.10,25571.34,25651.84,
23-September-2015,25526.53,25934.02,25386.48,25822.99,
24-September-2015,25798.05,25949.90,25670.96,25863.50,
28-September-2015,25922.71,25936.89,25593.56,25616.84,
29-September-2015,25496.38,26054.37,25287.33,25778.66,
30-September-2015,25986.52,26179.70,25918.21,26154.83,
1-October-2015,26344.19,26431.80,26168.71,26220.95,
5-October-2015,26379.42,26822.42,26375.31,26785.55,
6-October-2015,26976.66,27010.27,26751.25,26932.88,
7-October-2015,26966.86,27082.28,26877.51,27035.85,
8-October-2015,27116.86,27120.11,26762.36,26845.81,
9-October-2015,26974.92,27200.44,26910.59,27079.51,
12-October-2015,27242.60,27305.04,26855.75,26904.11,
13-October-2015,26874.29,26918.52,26719.10,26846.53,
14-October-2015,26760.32,26869.08,26713.28,26779.66,
15-October-2015,26842.19,27037.95,26836.77,27010.14,
16-October-2015,27062.80,27239.22,26917.12,27214.60,
19-October-2015,27305.62,27387.91,27246.79,27364.92,
20-October-2015,27402.90,27432.07,27216.40,27306.83,
21-October-2015,27312.35,27445.24,27190.55,27287.66,
23-October-2015,27466.64,27555.06,27421.71,27470.81,
26-October-2015,27575.04,27618.14,27318.20,27361.96,
27-October-2015,27291.06,27296.30,27209.52,27253.44,
28-October-2015,27131.71,27163.98,26919.96,27039.76,
29-October-2015,27083.70,27099.11,26794.10,26838.14,
30-October-2015,26878.48,26942.29,26585.20,26656.83,
2-November-2015,26641.69,26824.30,26378.26,26559.15,
3-November-2015,26660.71,26732.24,26514.48,26590.59,
4-November-2015,26704.02,26800.06,26510.31,26552.92,
5-November-2015,26557.80,26557.80,26243.20,26304.20,
6-November-2015,26284.01,26438.86,26190.18,26265.24,
9-November-2015,25809.00,26193.17,25656.90,26121.40,
10-November-2015,26094.09,26094.09,25709.23,25743.26,
11-November-2015,25934.90,25944.93,25853.42,25866.95,
13-November-2015,25724.09,25724.09,25540.73,25610.53,
16-November-2015,25580.15,25866.42,25451.42,25760.10,
17-November-2015,25897.88,25948.20,25732.79,25864.47,
18-November-2015,25837.71,25890.36,25453.32,25482.52,
19-November-2015,25640.34,25884.52,25603.10,25841.92,
20-November-2015,25856.13,26058.76,25769.81,25868.49,
23-November-2015,25945.14,25958.04,25747.01,25819.34,
24-November-2015,25785.61,25901.56,25703.86,25775.74,
26-November-2015,25769.81,26016.04,25769.81,25958.63,
27-November-2015,26003.20,26184.65,25937.32,26128.20,
30-November-2015,26142.53,26231.06,26089.13,26145.67,
1-December-2015,26201.27,26246.02,26121.52,26169.41,
2-December-2015,26239.39,26256.42,26041.68,26117.85,
3-December-2015,26123.86,26123.86,25857.35,25886.62,
4-December-2015,25810.06,25810.06,25623.71,25638.11,
7-December-2015,25746.03,25785.53,25477.69,25530.11,
8-December-2015,25488.42,25542.47,25256.79,25310.33,
9-December-2015,25299.34,25316.95,25012.22,25036.05,
10-December-2015,25136.71,25289.58,25034.14,25252.32,
11-December-2015,25281.77,25316.14,24930.43,25044.43,
14-December-2015,24935.60,25194.15,24867.73,25150.35,
15-December-2015,25186.68,25342.78,25075.54,25320.44,
16-December-2015,25402.47,25572.90,25372.47,25494.37,
17-December-2015,25596.63,25831.31,25448.32,25803.78,
18-December-2015,25764.67,25789.51,25481.51,25519.22,
21-December-2015,25425.32,25757.84,25413.54,25735.90,
22-December-2015,25731.07,25787.21,25485.17,25590.65,
23-December-2015,25697.66,25875.27,25689.70,25850.30,
24-December-2015,25893.84,25922.47,25763.40,25838.71,
28-December-2015,25858.52,26073.41,25856.86,26034.13,
29-December-2015,26075.68,26133.78,25994.45,26079.48,
30-December-2015,26123.87,26130.20,25939.25,25960.03,
31-December-2015,25980.86,26147.63,25941.91,26117.54,
1-January-2016,26101.50,26197.27,26008.20,26160.90,
4-January-2016,26116.52,26116.52,25596.57,25623.35,
5-January-2016,25744.70,25766.76,25513.75,25580.34,
6-January-2016,25628.23,25632.57,25357.70,25406.33,
7-January-2016,25224.70,25230.35,24825.70,24851.83,
